date,question,answer,category
2012-10-17,¿Cuándo se requiere que las asociaciones sin fines de lucro presenten avisos?,Cuando reciban donativos cuyo valor sea igual o superior al equivalente a tres mil doscientas diez veces el salario mínimo vigente en el Distrito Federal.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué medidas debe tomar una entidad que realice actividades vulnerables para identificar a sus clientes?,Debe verificar la identidad de los clientes basándose en credenciales o documentación oficial y conservar una copia de dicha documentación por un plazo de cinco años.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué acciones se consideran delitos según esta ley?,Modificar o alterar dolosamente información que se incorpora en los avisos proporcionar datos falsos o ilegibles o revelar información confidencial relacionada con actividades vulnerables.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué requisitos deben cumplir los servidores públicos que manejan información relacionada con actividades vulnerables?,Deben estar sujetos a obligaciones legales de confidencialidad y su incumplimiento puede ser penalizado con sanciones administrativas y penales.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué sanciones se aplican si un notario incumple con las obligaciones de la ley?,La reincidencia en violaciones a esta ley puede llevar a la revocación de su patente o cesación de sus funciones además de otras sanciones como multas.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Cuál es el plazo de conservación de la documentación relacionada con actividades vulnerables?,La documentación debe ser conservada durante un plazo mínimo de cinco años desde la realización de la actividad vulnerable.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece la ley sobre la obligación de presentar avisos en caso de cesión de derechos reales sobre inmuebles?,Los avisos son obligatorios cuando la cesión tiene un valor igual o superior al equivalente a dieciséis mil veces el salario mínimo vigente en el Distrito Federal.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece el artículo 45 sobre la colaboración entre la Secretaría y la Fiscalía?,Ambas instituciones deben colaborar para el intercambio de información relacionada con la identificación y análisis de operaciones con recursos de procedencia ilícita.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Cómo se define la comercialización de tarjetas prepagadas como actividad vulnerable?,Es vulnerable cuando el valor de la operación sea igual o superior al equivalente a seiscientas cuarenta y cinco veces el salario mínimo vigente en el Distrito Federal.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece la ley sobre el manejo de recursos por parte de terceros en actividades vulnerables?,Los profesionales que manejen recursos en nombre de terceros deben presentar avisos cuando los montos de las operaciones excedan los límites establecidos en la ley.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué se entiende por relación de negocios según esta ley?,Es una relación establecida formalmente y de manera cotidiana entre quienes realizan actividades vulnerables y sus clientes excluyendo operaciones ocasionales.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué obligaciones tienen las entidades colegiadas según la ley?,Deben presentar avisos en nombre de sus integrantes mantener un padrón actualizado y garantizar la confidencialidad de la información proporcionada.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Cómo deben conservarse los datos relacionados con actividades vulnerables?,La información debe ser resguardada de forma física o electrónica y conservarse por un periodo mínimo de cinco años a partir de la fecha de la operación.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué tipo de operaciones vinculadas a la subasta de obras de arte requieren aviso?,Aquellas donde el valor de la obra sea igual o superior a cuatro mil ochocientas quince veces el salario mínimo vigente en el Distrito Federal.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué se debe hacer cuando un cliente se niega a proporcionar información para cumplir con esta ley?,Quienes realicen actividades vulnerables deben abstenerse de llevar a cabo la operación si el cliente no proporciona la información requerida.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece la ley sobre la compra y venta de metales preciosos?,La comercialización de metales preciosos como el oro plata y platino debe ser reportada cuando la operación tenga un valor igual o superior a ochocientas cinco veces el salario mínimo vigente.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece la ley sobre la administración de fideicomisos en relación con actividades vulnerables?,La constitución o modificación de fideicomisos que involucren inmuebles deben ser objeto de aviso cuando el monto sea igual o superior a ocho mil veinticinco veces el salario mínimo vigente.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece el artículo 19 sobre las medidas simplificadas para cumplir con la ley?,El reglamento de la ley establecerá medidas simplificadas en función del nivel de riesgo de las actividades vulnerables y de quienes las realicen.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué ocurre si se acumulan operaciones por debajo del umbral establecido en un periodo de seis meses?,Si una persona realiza varias operaciones por montos que acumulados superen el límite establecido en seis meses se considerarán sujetas a la obligación de presentar avisos.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué requisitos debe cumplir el representante designado de una entidad colegiada?,Debe contar con poder general para actos de administración y recibir anualmente capacitación sobre las obligaciones que establece esta ley.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué actividades relacionadas con la venta de boletos para juegos con apuestas deben ser objeto de aviso?,La venta de boletos o fichas para juegos con apuestas es objeto de aviso cuando el monto de la operación es igual o superior a seiscientas cuarenta y cinco veces el salario mínimo vigente.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece la ley sobre las visitas de verificación por parte de la Secretaría?,La Secretaría puede realizar visitas de verificación para comprobar el cumplimiento de las obligaciones de la ley en cualquier momento.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué define el artículo 18 sobre la identificación de beneficiarios controladores en actividades vulnerables?,Establece la obligación de solicitar al cliente información sobre la existencia del beneficiario controlador y verificar su identidad si cuenta con la documentación.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Cuáles son las sanciones para quienes proporcionen información falsa en los avisos?,Se sancionará con prisión de dos a ocho años y multas de quinientos a dos mil días de salario mínimo a quien proporcione información falsa o ilegible en los avisos.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué entidades son responsables de supervisar el cumplimiento de la ley en las entidades financieras?,La Comisión Nacional Bancaria y de Valores la Comisión Nacional de Seguros y Fianzas la Comisión Nacional del Sistema de Ahorro para el Retiro y el Servicio de Administración Tributaria.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece el artículo 52 sobre las multas?,Las multas que se impongan por incumplimiento de esta ley serán consideradas créditos fiscales y estarán sujetas al procedimiento administrativo de ejecución.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué facultades tiene la Unidad Especializada en Análisis Financiero de la Fiscalía?,Puede solicitar información a la Secretaría de Hacienda diseñar mecanismos de análisis financiero y coadyuvar en la investigación de delitos relacionados con recursos de procedencia ilícita.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué ocurre si un infractor cumple de manera espontánea antes de una verificación?,La Secretaría puede abstenerse de sancionar al infractor por una sola vez siempre y cuando cumpla antes de una verificación y reconozca la falta.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2012-10-17,¿Qué establece el artículo 38 sobre la confidencialidad de la información de los avisos?,Establece que la información y documentación de los avisos así como la identidad de quienes los presentan es confidencial y debe ser resguardada en términos de la Ley de Transparencia.,Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita
2007-07-15,¿Cuándo fue publicada la Ley para la Transparencia y Ordenamiento de los Servicios Financieros?,La ley fue publicada en el Diario Oficial de la Federación el 15 de junio de 2007 y ha sido reformada varias veces la más reciente en enero de 2024.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Cuál es el objeto de esta ley?,Regular las comisiones y cuotas de intercambio además de otros aspectos relacionados con los servicios financieros para garantizar transparencia y eficiencia del sistema de pagos.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué entidades están sujetas a la aplicación de esta ley?,Las instituciones de crédito sociedades financieras de objeto múltiple reguladas y otras entidades financieras así como entidades comerciales que otorguen créditos o financiamientos.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué se entiende por comisión según la ley?,Un cargo que una entidad financiera o comercial cobra a un cliente por realizar operaciones activas pasivas o de servicios.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué autoridad regula el cumplimiento de esta ley?,La Comisión Nacional Bancaria y de Valores (CNBV) el Banco de México y la Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros (CONDUSEF).,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué es el CAT según esta ley?,El Costo Anual Total (CAT) es una medida que expresa en términos porcentuales anuales todos los costos inherentes a un crédito préstamo o financiamiento otorgado por una entidad.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué información deben publicar las entidades sobre comisiones y tasas de interés?,Deben publicar de manera clara y visible en sus sucursales y en medios electrónicos la información actualizada sobre comisiones tasas de interés y otros cargos aplicables a sus servicios.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué restricciones impone la ley sobre las comisiones que cobran las entidades?,Las entidades no pueden cobrar más de una comisión por el mismo acto o evento y están prohibidas de cobrar comisiones que obstaculicen la movilidad de los clientes entre entidades.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué sucede si una entidad financiera incrementa una comisión?,La entidad debe notificar con al menos 30 días de anticipación a sus clientes quienes tienen el derecho de cancelar el servicio sin costo adicional si no están de acuerdo con el aumento.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué es el GAT según la ley?,La Ganancia Anual Total (GAT) es una medida en términos porcentuales que representa los intereses generados en operaciones pasivas como ahorro o inversión menos los costos relacionados.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué entidades deben registrar sus comisiones ante el Banco de México?,Las instituciones de crédito sociedades financieras de objeto múltiple reguladas y las instituciones de tecnología financiera deben registrar sus comisiones ante el Banco de México.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué obligaciones tienen las entidades al otorgar créditos o financiamientos?,Deben informar claramente las tasas de interés comisiones y el CAT y no pueden cobrar intereses por períodos no vencidos además de cumplir con las disposiciones aplicables del Banco de México.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre la publicidad de productos financieros?,La publicidad debe ser clara veraz y transparente evitando cualquier elemento que pueda inducir a error al cliente sobre las condiciones reales del producto o servicio ofrecido.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué disposiciones existen para las tarjetas de crédito y financiamientos revolventes?,Las entidades deben informar claramente sobre las tasas de interés aplicables comisiones y los términos para el aumento del límite de crédito debiendo siempre obtener el consentimiento del cliente.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué sucede si un cliente desea cancelar un crédito revolvente o una tarjeta de crédito?,El cliente puede cancelar el contrato en cualquier momento debiendo la entidad cancelar el medio de disposición y respetar los saldos pendientes de pago hasta su liquidación.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué tipo de comisiones están prohibidas por esta ley?,Las entidades tienen prohibido cobrar comisiones por sobregiro o intento de sobregiro en los créditos o financiamientos revolventes así como por pagos de otros créditos en ventanilla.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué debe incluirse en los contratos de adhesión según la ley?,Deben contener las comisiones tasas de interés y CAT aplicables así como ser redactados en un formato comprensible que facilite la comparación entre distintas entidades financieras.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué mecanismos de defensa tienen los usuarios de servicios financieros?,Los usuarios pueden recurrir a la Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros (CONDUSEF) en caso de controversias con las entidades financieras.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre la domiciliación de pagos?,Las instituciones de crédito deben recibir y procesar las instrucciones de cargo en cuentas de depósito para la domiciliación de pagos siempre y cuando haya fondos suficientes en las cuentas.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué sucede si una entidad incumple con las disposiciones de esta ley?,Pueden imponerse sanciones incluyendo multas y la suspensión de nuevas operaciones hasta que las entidades se ajusten a las disposiciones de la ley y sus reglamentos.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué información debe incluir el estado de cuenta de una tarjeta de crédito?,Debe incluir el saldo total el pago mínimo la tasa de interés aplicada las comisiones cobradas y el CAT todo con un desglose claro y comprensible para el cliente.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué plazo tiene una entidad financiera para entregar un estado de cuenta al cliente?,Las entidades deben entregar el estado de cuenta a más tardar dentro de los primeros 10 días hábiles del mes siguiente al periodo facturado.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué debe hacer una entidad si un cliente solicita un nuevo producto financiero?,La entidad debe proporcionar toda la información relevante incluyendo las comisiones tasas de interés y el CAT antes de que el cliente firme el contrato de adhesión.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre los intereses moratorios?,Los intereses moratorios no deben ser superiores a los intereses ordinarios y deben ser calculados de acuerdo con lo estipulado en el contrato firmado por el cliente.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué debe hacer una entidad si un cliente solicita la domiciliación de pagos?,La entidad debe cumplir con la instrucción de domiciliación en un plazo no mayor a 10 días hábiles y debe notificar al cliente cuando el proceso haya sido completado.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Cómo se regula el cobro de comisiones en cajeros automáticos?,Las entidades deben informar de manera clara en el cajero automático sobre las comisiones que se aplicarán por la transacción permitiendo al cliente decidir si continúa con la operación.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué restricciones impone la ley sobre los contratos de crédito en moneda extranjera?,Los contratos en moneda extranjera solo pueden ofrecerse a clientes con ingresos en dicha moneda y las comisiones e intereses deben calcularse de manera clara en moneda nacional.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué derechos tiene un cliente si la entidad financiera cambia las condiciones del contrato?,El cliente tiene derecho a ser notificado con 30 días de anticipación sobre cualquier cambio en las condiciones del contrato y puede optar por cancelarlo sin penalización alguna.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué obligaciones tienen las instituciones financieras en cuanto a la capacitación de sus empleados?,Deben garantizar que sus empleados reciban capacitación adecuada sobre los productos y servicios financieros especialmente aquellos relacionados con la transparencia y atención al cliente.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre los seguros vinculados a productos financieros?,Los seguros vinculados a productos financieros como tarjetas de crédito o créditos hipotecarios deben estar claramente indicados y no deben ser obligatorios para contratar el producto.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué sucede si un cliente no está de acuerdo con un cargo en su estado de cuenta?,El cliente tiene derecho a presentar una reclamación ante la entidad financiera o la CONDUSEF y la entidad debe responder en un plazo no mayor a 45 días naturales.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué información debe incluirse en la publicidad de productos financieros?,Debe incluir de manera clara y visible las tasas de interés comisiones CAT y cualquier otro cargo relevante que afecte el costo total del producto financiero.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre las devoluciones en caso de sobregiros no autorizados?,Las entidades financieras deben devolver de inmediato cualquier monto cobrado por un sobregiro no autorizado sin que el cliente tenga que realizar trámites adicionales.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué derechos tienen los clientes sobre la cancelación anticipada de un crédito?,Los clientes tienen derecho a cancelar anticipadamente su crédito sin que la entidad financiera les cobre penalizaciones y solo podrán exigir los intereses devengados hasta la fecha de cancelación.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué deben hacer las entidades si reciben una solicitud de aclaración por parte del cliente?,Las entidades deben responder a la solicitud en un plazo no mayor a 10 días hábiles ofreciendo una resolución clara sobre la aclaración o error reportado por el cliente.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Cómo se regula el cobro de comisiones en transacciones con tarjetas de crédito en el extranjero?,Las entidades deben informar al cliente sobre las comisiones por uso de la tarjeta de crédito en el extranjero antes de realizar cualquier transacción.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre la transparencia en los créditos hipotecarios?,Las entidades deben proporcionar a los clientes información clara sobre las tasas de interés aplicables plazos comisiones CAT y cualquier cargo adicional relacionado con el crédito.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué sucede si una entidad financiera incumple con las disposiciones de transparencia?,Puede ser sancionada con multas y en casos graves puede enfrentarse a la suspensión temporal de nuevas operaciones hasta que regularice su situación.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué obligaciones tienen las entidades sobre el pago mínimo en tarjetas de crédito?,Deben informar claramente en el estado de cuenta sobre el pago mínimo requerido y los costos que implican para el cliente si solo realiza dicho pago.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre el redondeo de cantidades en las operaciones financieras?,Las entidades no pueden redondear los montos a favor de la entidad en las operaciones financieras y cualquier redondeo debe hacerse a favor del cliente si es aplicable.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué derechos tiene un cliente si la entidad cambia la tasa de interés de su crédito?,El cliente debe ser notificado con 30 días de anticipación y tiene derecho a cancelar el crédito si no está de acuerdo con la nueva tasa sin incurrir en penalizaciones.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre las cuentas inactivas?,Las entidades deben notificar a los clientes cuando una cuenta ha estado inactiva por más de seis meses y no pueden cobrar comisiones adicionales por su mantenimiento.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Cómo deben actuar las entidades ante una queja por servicios financieros deficientes?,Deben atender las quejas de manera expedita con un plazo máximo de 30 días naturales para dar respuesta al cliente y remitir la queja a la CONDUSEF si no se resuelve.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué información deben recibir los clientes al contratar un crédito personal?,Los clientes deben recibir información sobre las tasas de interés comisiones plazos y condiciones del crédito junto con el CAT y los términos de pago.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre el cobro de seguros no solicitados en tarjetas de crédito?,Las entidades no pueden cobrar seguros no solicitados o adicionales a los clientes de tarjetas de crédito salvo que el cliente haya dado su consentimiento explícito.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué deben hacer las entidades si ofrecen promociones de pago a meses sin intereses?,Deben informar claramente las condiciones de la promoción los plazos aplicables y cualquier cargo adicional que pudiera generar la operación antes de que el cliente acepte la promoción.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué establece la ley sobre la tasa de interés en créditos revolventes?,La tasa de interés en créditos revolventes debe ser informada de manera clara y debe ser ajustada según lo pactado en el contrato respetando los límites regulatorios aplicables.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué obligaciones tienen las entidades en cuanto al uso de medios electrónicos para la contratación de servicios?,Deben garantizar la seguridad de los datos obtener el consentimiento expreso del cliente y proporcionar información clara sobre los productos y servicios ofrecidos electrónicamente.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué medidas deben tomar las entidades financieras ante operaciones sospechosas de fraude?,Deben implementar procedimientos de detección y prevención de fraudes notificar a las autoridades correspondientes y proteger al cliente afectado por dichas operaciones.,Transparencia y Ordenamiento de los Servicios Financieros
2007-07-15,¿Qué sucede si un cliente incumple con el pago de su crédito personal?,La entidad puede activar mecanismos de cobranza extrajudicial siempre que respete los derechos del cliente y en última instancia iniciar procedimientos legales para recuperar el crédito.,Transparencia y Ordenamiento de los Servicios Financieros
2014-01-10,¿Cuándo fue publicada la Ley para Regular las Agrupaciones Financieras?,Fue publicada en el Diario Oficial de la Federación el 10 de enero de 2014.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Cuál es el objeto de esta ley?,Regular las bases de organización de las Sociedades Controladoras y el funcionamiento de los Grupos Financieros protegiendo los intereses de quienes celebren operaciones con ellos.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué se entiende por Sociedad Controladora?,Es una sociedad anónima autorizada por la Secretaría de Hacienda para organizarse como tal y administrar un Grupo Financiero.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Cuáles son las entidades financieras que pueden integrar un Grupo Financiero?,Almacenes generales de depósito casas de cambio instituciones de fianzas instituciones de seguros casas de bolsa instituciones de banca múltiple entre otras.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué establece el artículo 3º sobre las denominaciones de las entidades financieras?,Las entidades financieras no deben utilizar denominaciones iguales o semejantes a otras salvo que formen parte de un Grupo Financiero organizado conforme a la ley.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué es un Grupo Empresarial según la ley?,Un conjunto de personas morales organizadas bajo esquemas de participación directa o indirecta del capital social donde una sociedad tiene el control sobre las demás.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué artículo establece las obligaciones de las Sociedades Controladoras respecto al capital social?,El artículo 24 establece que el capital social debe estar formado por una parte ordinaria y en su caso una parte adicional que se puede emitir bajo ciertas condiciones.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué actividades no pueden realizar las Sociedades Controladoras?,No pueden realizar operaciones propias de las entidades financieras integrantes del Grupo Financiero.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué se requiere para la organización de una Sociedad Controladora?,Se requiere autorización de la Secretaría de Hacienda previa opinión de instituciones como el Banco de México y las Comisiones Nacionales Bancaria y de Valores entre otras.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué establece el artículo 15 sobre la incorporación de nuevas entidades a un Grupo Financiero?,La incorporación de nuevas entidades financieras a un Grupo Financiero ya constituido requiere autorización de la Secretaría de Hacienda.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Cuál es el plazo máximo para que las autoridades administrativas resuelvan lo correspondiente a esta ley?,El plazo no debe exceder de 90 días salvo que se especifique un plazo diferente en las disposiciones aplicables.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué se entiende por conflicto de interés en los Grupos Financieros?,Son situaciones en las que los intereses de una parte pueden interferir con los intereses del público o de otras entidades del Grupo Financiero afectando su gestión.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué autoridades supervisan el cumplimiento de esta ley en los Grupos Financieros?,La Comisión Nacional Bancaria y de Valores la Comisión Nacional de Seguros y Fianzas y la Comisión Nacional del Sistema de Ahorro para el Retiro según el caso.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué sucede si una entidad financiera se separa de un Grupo Financiero?,Debe dejar de ostentarse como parte del Grupo Financiero y se modifica el convenio único de responsabilidades.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué establece el artículo 22 sobre el control de los Grupos Financieros?,El control de las asambleas generales de accionistas y de la administración de todas las entidades financieras debe estar a cargo de una misma Sociedad Controladora.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué son los Inversionistas Institucionales según la ley?,Son instituciones como fondos de inversión instituciones de seguros sociedades de inversión para el retiro entre otras autorizadas por la Secretaría de Hacienda.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué actividades pueden realizar las entidades financieras dentro del Grupo Financiero?,Pueden actuar de manera conjunta frente al público ofrecer servicios complementarios y usar denominaciones iguales o semejantes para identificarse como parte del Grupo.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué se requiere para la fusión de dos o más entidades dentro de un Grupo Financiero?,Se requiere autorización previa de la Secretaría de Hacienda quien oirá la opinión del Banco de México y otras comisiones financieras.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué establece el artículo 19 sobre la publicación de las autorizaciones de incorporación separación o fusión?,Las autorizaciones y acuerdos de las asambleas de accionistas deben publicarse en el Diario Oficial de la Federación y ser inscritos en el Registro Público de Comercio.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué requisitos deben cumplir los consejeros de las Sociedades Controladoras?,Deben tener calidad técnica honorabilidad historial crediticio satisfactorio y amplios conocimientos en temas financieros legales o administrativos.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué porcentaje de consejeros de las Sociedades Controladoras deben ser independientes?,Al menos el 25% de los consejeros de las Sociedades Controladoras deben ser independientes.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué función tiene el comité de auditoría en una Sociedad Controladora?,El comité de auditoría supervisa la gestión y conducción de la Sociedad Controladora de las entidades financieras y de las Subcontroladoras del Grupo Financiero.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué establece el artículo 33 sobre la administración de las Sociedades Controladoras?,Las Sociedades Controladoras serán administradas por un consejo de administración y un director general.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué derechos otorgan las acciones de la serie L en una Sociedad Controladora?,Otorgan derecho de voto limitado en asuntos como fusión escisión cambio de objeto y derecho a un dividendo preferente y acumulativo.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Cuál es el límite de participación de los gobiernos extranjeros en el capital social de una Sociedad Controladora?,No pueden participar salvo que sea por medidas prudenciales temporales o a través de personas morales oficiales bajo ciertas condiciones.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué establece el artículo 28 sobre la adquisición de acciones en una Sociedad Controladora?,Cualquier persona que pretenda adquirir más del 5% del capital social pagado debe obtener previamente autorización de la Secretaría de Hacienda.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué porcentaje de acciones puede adquirir un fondo de inversión controlado por entidades financieras del Grupo?,Los fondos de inversión no pueden adquirir más del 10% del total de acciones y obligaciones subordinadas emitidas por el Grupo Financiero.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué responsabilidades tienen los consejeros respecto a los acuerdos de las asambleas de accionistas?,Deben vigilar el cumplimiento de los acuerdos de las asambleas de accionistas lo cual puede hacerse a través del comité de auditoría.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué define el artículo 39 sobre los principales riesgos de la Sociedad Controladora?,El consejo de administración debe dar seguimiento a los principales riesgos identificados así como a los sistemas de contabilidad y control interno.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué requisitos deben cumplir los directores generales de una Sociedad Controladora?,Deben tener honorabilidad calidad técnica y un historial crediticio satisfactorio además de ser seleccionados con base en su experiencia y capacidad profesional.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué medidas puede tomar la Comisión Supervisora en caso de que un consejero no cumpla con los requisitos?,Puede ordenar su remoción o suspensión e incluso inhabilitarlo para desempeñar cargos en el sistema financiero por un periodo de tres meses a cinco años.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Qué sucede si las adquisiciones de acciones se realizan en contravención de esta ley?,Los derechos patrimoniales y corporativos inherentes a las acciones correspondientes quedarán en suspenso hasta que se acredite el cumplimiento de la ley.,Ley para Regular las Agrupaciones Financieras
2014-01-10,¿Cuántas veces debe sesionar el consejo de administración de una Sociedad Controladora al año?,El consejo de administración debe sesionar al menos cuatro veces durante cada ejercicio social.,Ley para Regular las Agrupaciones Financieras
